cliente_id;idade;profissao;estado;renda_mensal;data_cadastro;num_compras;valor_total_gasto;modelo_preferido;satisfacao_cliente;canal_aquisicao
4584;35;Marketing;PR;7418,15;2024-04-02;1;254,02;Runner;4,0;Indicação
4585;30;Vendas;PR;8946,1;2024-07-27;1;336,68;Classic;4,5;Google Ads
4586;32;UX/UI Designer;SP;8466,68;2024-06-16;2;710,11;Runner;4,5;Outros
4587;35;Product Manager;ES;18096,97;2024-12-10;1;339,85;Classic;4,5;Google Ads
4588;28;Product Manager;SP;11273,47;2024-09-07;2;633,1;Slip-on;4,0;YouTube
4589;32;Contador;SP;9467,09;2024-01-14;2;595,82;Runner;4,5;Indicação
4590;29;Arquiteto;RJ;10315,47;2024-11-19;1;350,13;Classic;4,5;Facebook Ads
4591;29;Marketing;SP;9523,48;2024-08-28;2;641,91;Runner;5,0;YouTube
4592;31;Engenheiro;SP;12776,94;2024-04-11;1;308,12;Runner;3,5;Instagram
4593;26;UX/UI Designer;RS;6311,87;2024-08-26;1;267,52;Runner;5,0;Outros
4594;25;Administrador;RJ;6954,63;2024-02-03;2;754,42;Slip-on;5,0;Indicação
4595;29;Engenheiro;SC;9369,89;2024-10-10;1;278,71;Slip-on;4,5;SEO
4596;28;Desenvolvedor;RJ;11517,01;2024-11-23;1;340,58;Runner;4,0;Google Ads
4597;26;UX/UI Designer;SP;9315,28;2024-01-28;2;746,36;Classic;5,0;Google Ads
4598;27;Marketing;SP;8176,91;2024-08-12;1;357,0;Classic;4,5;Facebook Ads
4599;24;Product Manager;RS;11553,92;2024-02-23;1;315,29;Runner;4,5;Instagram
4600;26;Vendas;SC;7314,29;2024-02-26;1;257,35;Classic;4,5;SEO
4601;29;Advogado;SC;11023,18;2024-05-24;1;309,65;Classic;4,5;Outros
4602;25;Publicitário;SP;7069,27;2024-09-28;1;348,37;Slip-on;4,5;YouTube
4603;30;Vendas;SP;6539,67;2024-03-21;2;605,42;Runner;5,0;Indicação
4604;32;Designer;PR;9781,29;2024-10-18;1;328,53;Classic;4,5;Instagram
4605;27;Publicitário;PB;8566,72;2024-08-11;1;346,82;Slip-on;5,0;Instagram
4606;32;UX/UI Designer;BA;9610,92;2024-01-01;2;633,02;Classic;4,5;SEO
4607;33;Designer;SP;9542,17;2024-08-27;1;262,22;Classic;4,5;Indicação
4608;40;Designer;SP;9129,54;2024-03-23;2;626,46;Classic;4,5;Instagram
4609;35;Product Manager;MA;13828,31;2024-05-19;2;636,25;Runner;4,5;Instagram
4610;30;Designer;SP;7965,24;2024-10-03;2;609,49;Classic;4,0;Google Ads
4611;26;Desenvolvedor;RJ;8534,77;2024-09-09;1;346,69;Slip-on;4,0;SEO
4612;23;Desenvolvedor;RS;8015,85;2024-05-12;1;317,26;Runner;4,5;Instagram
4613;37;Analista de Dados;SP;13347,22;2024-09-23;2;619,81;Classic;4,0;Google Ads
4614;29;Analista de Dados;SP;11593,42;2024-01-04;2;523,05;Classic;5,0;Google Ads
4615;29;Gerente de Projetos;RJ;9338,78;2024-09-26;1;338,12;Classic;5,0;Google Ads
4616;28;Desenvolvedor;GO;9905,37;2024-02-10;2;697,95;Classic;4,5;YouTube
4617;32;Marketing;SP;7529,99;2024-03-05;2;673,61;Classic;5,0;YouTube
4618;29;Arquiteto;PR;10040,09;2024-07-07;2;637,98;Runner;4,5;Indicação
4619;26;Marketing;SP;8932,03;2024-02-06;1;275,21;Classic;4,5;Instagram
4620;28;Administrador;SP;8445,68;2024-03-07;1;385,72;Runner;5,0;LinkedIn
4621;35;Desenvolvedor;SP;11106,3;2024-03-11;3;1037,14;Classic;3,5;Indicação
4622;44;Marketing;MG;13246,15;2024-01-24;2;587,15;Classic;5,0;SEO
4623;24;Gerente de Projetos;MG;8762,82;2024-11-02;1;339,03;Slip-on;4,0;Google Ads
4624;28;Publicitário;PE;6236,74;2024-04-02;1;341,7;Classic;4,5;Instagram
4625;33;Outros;RJ;6027,94;2024-09-24;1;331,14;Slip-on;3,5;Outros
4626;24;UX/UI Designer;PR;7820,01;2024-04-04;2;660,25;Slip-on;5,0;Google Ads
4627;32;Arquiteto;SC;12176,86;2024-09-02;1;389,95;Classic;4,5;Google Ads
4628;34;Gerente de Projetos;SP;16320,04;2024-08-27;1;325,28;Runner;4,5;Indicação
4629;29;Desenvolvedor;RJ;12207,3;2024-08-25;1;385,33;Classic;5,0;Facebook Ads
4630;25;Advogado;SP;9261,17;2024-10-03;2;559,09;Runner;5,0;LinkedIn
4631;22;Consultor;SP;11948,21;2024-07-14;1;335,75;Classic;5,0;LinkedIn
4632;31;Analista de Dados;SP;10094,51;2024-10-11;1;382,03;Slip-on;5,0;Indicação
4633;29;Administrador;MG;6388,19;2024-07-27;1;323,04;Classic;4,0;Google Ads
4634;27;Designer;SP;8740,29;2024-08-28;1;352,86;Runner;4,5;Indicação
4635;39;Desenvolvedor;SP;12031,42;2024-02-17;2;676,69;Runner;5,0;Facebook Ads
4636;25;Administrador;RJ;7675,35;2024-02-26;1;313,01;Runner;4,5;Outros
4637;27;Vendas;SC;6070,63;2024-04-20;2;698,22;Classic;5,0;Google Ads
4638;32;Desenvolvedor;SC;12771,36;2024-10-29;1;336,49;Runner;4,5;Google Ads
4639;36;Contador;RS;8426,16;2024-11-22;1;283,83;Classic;5,0;Google Ads
4640;30;Publicitário;SP;7431,03;2024-01-06;1;391,73;Classic;4,5;Instagram
4641;31;Administrador;RJ;9766,74;2024-07-20;2;586,51;Slip-on;4,0;Instagram
4642;31;Designer;SC;9465,12;2024-09-07;1;346,27;Classic;4,0;LinkedIn
4643;28;Administrador;SP;9030,08;2024-01-10;1;338,03;Classic;5,0;SEO
4644;29;Gerente de Projetos;RS;9575,02;2024-01-17;1;299,83;Classic;4,5;Facebook Ads
4645;29;Designer;DF;8956,83;2024-12-01;1;374,28;Classic;3,5;Google Ads
4646;31;Outros;SC;7692,54;2024-04-27;2;545,04;Classic;4,5;Indicação
4647;34;Product Manager;RJ;12991,76;2024-11-03;1;299,73;Runner;3,5;Facebook Ads
4648;40;Arquiteto;DF;14267,27;2024-04-17;2;618,94;Runner;4,5;Indicação
4649;26;UX/UI Designer;RS;9763,41;2024-06-29;1;342,96;Classic;4,5;Facebook Ads
4650;24;Product Manager;SP;14123,83;2024-04-01;1;300,3;Classic;4,5;Facebook Ads
4651;31;Desenvolvedor;RJ;9401,72;2024-02-05;2;661,01;Classic;4,5;Google Ads
4652;31;Analista de Dados;DF;12177,89;2024-11-09;1;339,81;Classic;5,0;Instagram
4653;23;Administrador;PB;5350,29;2024-01-14;1;317,33;Runner;5,0;SEO
4654;29;Product Manager;MS;14341,89;2024-11-11;1;338,26;Runner;5,0;Google Ads
4655;35;Advogado;GO;12853,99;2024-12-04;1;276,56;Runner;5,0;Facebook Ads
4656;28;Analista de Dados;PB;8582,07;2024-10-16;1;357,57;Slip-on;4,0;Outros
4657;36;Gerente de Projetos;SP;13660,45;2024-11-08;1;369,88;Classic;5,0;Google Ads
4658;24;Médico;MG;14196,28;2024-11-09;1;340,18;Slip-on;5,0;Indicação
4659;27;Designer;RJ;7493,61;2024-03-15;1;322,68;Classic;5,0;Indicação
4660;32;Designer;RR;6993,63;2024-03-05;1;297,84;Classic;4,5;Facebook Ads
4661;29;Product Manager;SP;17177,05;2024-11-03;1;343,93;Slip-on;5,0;Indicação
4662;26;Gerente de Projetos;RS;12917,41;2024-08-20;1;288,31;Runner;5,0;Facebook Ads
4663;26;Product Manager;MG;13994,52;2024-09-02;3;873,59;Classic;4,0;Google Ads
4664;27;Product Manager;SP;12962,52;2024-07-02;2;644,54;Classic;5,0;Google Ads
4665;30;Marketing;MT;10004,71;2024-08-25;2;610,72;Runner;4,0;Indicação
4666;22;Product Manager;MG;10555,11;2024-01-03;1;343,13;Classic;4,5;Google Ads
4667;26;Product Manager;RJ;14981,1;2024-12-07;1;270,12;Classic;4,5;Indicação
4668;25;Desenvolvedor;RJ;9011,73;2024-03-08;2;681,69;Runner;5,0;Indicação
4669;43;Vendas;RJ;11329,19;2024-11-12;1;312,82;Classic;4,5;Indicação
4670;29;Engenheiro;GO;9232,16;2024-08-18;1;313,47;Runner;4,5;Google Ads
4671;23;Analista de Dados;BA;9301,24;2024-06-01;2;578,72;Runner;4,5;Outros
4672;28;Desenvolvedor;SP;9878,72;2024-06-11;3;1035,38;Classic;4,0;Indicação
4673;35;Gerente de Projetos;RJ;14158,34;2024-01-19;1;356,06;Classic;4,0;Google Ads
4674;32;Designer;PR;8438,42;2024-01-31;2;764,77;Classic;4,0;Indicação
4675;28;Gerente de Projetos;SP;12162,13;2024-11-10;2;743,83;Classic;5,0;Indicação
4676;30;Publicitário;SP;6852,68;2024-07-09;1;326,52;Runner;5,0;Google Ads
4677;33;Product Manager;RS;12757,22;2024-07-24;1;326,44;Slip-on;4,5;Indicação
4678;32;Consultor;CE;12565,71;2024-10-22;1;310,64;Runner;4,5;Instagram
4679;27;Vendas;PR;7557,95;2024-01-24;1;282,43;Runner;5,0;Outros
4680;26;Arquiteto;GO;10349,7;2024-01-14;1;319,51;Slip-on;4,0;Outros
4681;43;Marketing;AP;13308,28;2024-05-14;1;309,18;Classic;4,5;Indicação
4682;25;Product Manager;AC;11229,17;2024-12-16;1;347,22;Classic;5,0;Google Ads
4683;27;Gerente de Projetos;SP;10242,43;2024-08-08;2;606,6;Classic;5,0;Google Ads
4684;43;Marketing;SP;13667,29;2024-04-06;1;336,52;Classic;5,0;Outros
4685;25;Desenvolvedor;MG;8578,52;2024-12-21;1;355,79;Classic;4,5;Indicação
4686;24;Arquiteto;SP;7596,47;2024-01-07;1;315,1;Classic;4,0;Indicação
4687;27;Consultor;MG;10559,58;2024-05-22;1;368,35;Runner;4,5;Facebook Ads
4688;28;Gerente de Projetos;RJ;9952,36;2024-09-28;1;254,39;Classic;4,5;Facebook Ads
4689;23;Designer;SP;7786,07;2024-08-05;2;766,74;Classic;4,5;Facebook Ads
4690;32;Gerente de Projetos;SP;10506,43;2024-07-02;3;904,68;Classic;4,5;Instagram
4691;26;Consultor;RJ;14088,14;2024-11-11;1;304,79;Slip-on;4,5;Facebook Ads
4692;27;Desenvolvedor;RS;9855,19;2024-12-24;1;347,24;Runner;5,0;Google Ads
4693;23;Product Manager;PR;10494,9;2024-03-16;1;271,94;Classic;4,0;Indicação
4694;27;Consultor;RS;14563,61;2024-09-24;1;380,92;Classic;4,0;YouTube
4695;26;Administrador;MA;6564,01;2024-03-22;1;334,02;Slip-on;4,5;Google Ads
4696;35;Product Manager;AP;16755,08;2024-12-20;1;330,91;Classic;4,5;YouTube
4697;24;Product Manager;ES;12783,78;2024-10-21;1;359,42;Runner;4,5;Indicação
4698;31;Advogado;GO;8865,4;2024-05-15;1;372,96;Classic;5,0;Google Ads
4699;28;Analista de Dados;SP;10627,66;2024-06-03;3;908,44;Runner;4,5;Indicação
4700;31;Product Manager;SC;17917,02;2024-10-18;1;365,72;Classic;5,0;Instagram
4701;26;Jornalista;MS;5378,24;2024-05-21;1;284,07;Runner;4,5;Facebook Ads
4702;24;Gerente de Projetos;RJ;9433,1;2024-11-30;2;639,22;Classic;5,0;Google Ads
4703;26;Desenvolvedor;RJ;8201,75;2024-08-05;2;643,32;Classic;3,5;Google Ads
4704;28;Desenvolvedor;RJ;8351,85;2024-08-17;1;268,73;Runner;4,0;Google Ads
4705;35;Vendas;SP;8507,92;2024-04-21;2;655,17;Slip-on;5,0;Outros
4706;29;Médico;RJ;13812,99;2024-07-18;3;1105,61;Classic;5,0;SEO
4707;23;Vendas;SP;5199,96;2024-12-03;1;271,04;Classic;4,5;SEO
4708;34;Product Manager;PR;15184,45;2024-05-02;1;315,73;Classic;4,5;SEO
4709;30;Outros;SP;6077,26;2024-01-02;1;294,77;Runner;5,0;Outros
4710;31;Publicitário;AM;9054,87;2024-06-28;1;259,69;Classic;5,0;Google Ads
4711;30;Médico;RS;14082,43;2024-11-20;1;367,83;Classic;4,5;YouTube
4712;26;Vendas;RS;5244,51;2024-03-27;2;685,92;Classic;5,0;Instagram
4713;29;Product Manager;SP;13592,12;2024-01-27;2;542,61;Runner;4,5;Facebook Ads
4714;32;Vendas;RJ;5865,14;2024-11-07;1;308,78;Slip-on;4,5;Indicação
4715;39;Desenvolvedor;SP;11548,7;2024-09-30;1;334,69;Classic;4,0;Facebook Ads
4716;29;Consultor;SC;10956,74;2024-04-28;2;528,79;Runner;5,0;Facebook Ads
4717;25;Engenheiro;SP;11007,53;2024-04-22;2;782,0;Classic;3,5;Facebook Ads
4718;35;Consultor;PA;17915,66;2024-08-03;4;1336,9;Runner;4,5;Instagram
4719;33;UX/UI Designer;RJ;10518,68;2024-07-24;1;371,52;Classic;3,5;Facebook Ads
4720;28;Designer;SP;6259,53;2024-04-13;2;628,43;Classic;4,0;Instagram
4721;35;Designer;RJ;6932,16;2024-10-24;2;783,39;Slip-on;5,0;Outros
4722;34;Vendas;SP;8321,85;2024-09-22;1;271,03;Classic;5,0;SEO
4723;30;Marketing;MG;9277,58;2024-05-31;1;321,51;Slip-on;4,5;Instagram
4724;27;Vendas;BA;6028,31;2024-01-02;1;302,6;Classic;4,5;Google Ads
4725;28;Product Manager;GO;16861,29;2024-05-28;1;321,23;Runner;5,0;Google Ads
4726;37;Consultor;RJ;12365,42;2024-11-02;1;327,25;Runner;5,0;Outros
4727;28;Desenvolvedor;RJ;10470,51;2024-05-30;3;1119,88;Runner;3,5;Facebook Ads
4728;36;Arquiteto;RJ;9066,62;2024-06-27;1;331,61;Classic;5,0;Facebook Ads
4729;26;Designer;MG;7310,08;2024-03-28;2;628,25;Classic;5,0;Indicação
4730;27;Analista de Dados;PR;9386,85;2024-12-26;1;394,24;Runner;5,0;Google Ads
4731;28;Desenvolvedor;SP;9180,34;2024-03-23;2;658,23;Runner;5,0;Facebook Ads
4732;37;Designer;MT;7197,08;2024-02-21;2;656,31;Classic;5,0;Facebook Ads
4733;27;Desenvolvedor;SP;9965,7;2024-12-05;1;334,77;Classic;5,0;Facebook Ads
4734;24;Publicitário;AP;7353,49;2024-11-18;2;509,06;Classic;5,0;Google Ads
4735;32;Desenvolvedor;SC;9513,98;2024-07-19;3;904,83;Slip-on;4,5;Instagram
4736;32;Psicólogo;RJ;8614,31;2024-09-04;1;348,52;Runner;4,0;Instagram
4737;34;Consultor;SP;13450,54;2024-04-26;2;733,39;Runner;4,5;Facebook Ads
4738;27;Desenvolvedor;RN;8089,74;2024-10-29;1;398,83;Classic;5,0;YouTube
4739;26;Desenvolvedor;RJ;10875,33;2024-05-27;1;323,18;Classic;5,0;Indicação
4740;33;Gerente de Projetos;SP;11985,28;2024-05-22;2;605,05;Classic;3,5;Instagram
4741;35;Vendas;AP;6934,5;2024-07-24;1;276,24;Classic;4,5;Google Ads
4742;28;Designer;RS;9052,11;2024-10-03;1;270,21;Classic;5,0;Instagram
4743;33;Outros;AM;9438,25;2024-02-26;1;340,75;Classic;4,5;SEO
4744;44;Gerente de Projetos;SC;15484,6;2024-03-19;2;696,22;Runner;4,0;Instagram
4745;29;Arquiteto;SP;7630,38;2024-05-21;1;326,56;Classic;5,0;Facebook Ads
4746;32;Analista de Dados;MS;10494,63;2024-04-09;2;694,37;Slip-on;5,0;Google Ads
4747;31;UX/UI Designer;SP;10596,46;2024-07-04;1;319,49;Classic;4,5;SEO
4748;27;Marketing;SP;6377,16;2024-07-08;1;321,93;Classic;4,5;Indicação
4749;28;UX/UI Designer;SP;9288,47;2024-07-08;2;731,21;Runner;5,0;Indicação
4750;37;Designer;SP;7484,2;2024-02-19;2;710,5;Classic;4,5;Indicação
4751;33;Marketing;RS;7829,22;2024-08-14;1;314,48;Runner;4,5;Google Ads
4752;30;Marketing;AM;8215,2;2024-08-03;1;373,65;Runner;4,5;Google Ads
4753;32;Publicitário;MG;8538,9;2024-12-27;1;320,25;Runner;4,5;Facebook Ads
4754;37;Psicólogo;SP;9189,53;2024-01-05;2;740,8;Runner;4,0;Indicação
4755;30;Product Manager;SP;12416,61;2024-11-20;1;281,45;Classic;5,0;Facebook Ads
4756;24;Designer;CE;6801,59;2024-04-21;2;510,24;Classic;5,0;Google Ads
4757;45;Advogado;RJ;16904,61;2024-03-21;2;684,31;Classic;5,0;Indicação
4758;27;Outros;SP;7983,21;2024-08-13;1;382,65;Classic;5,0;Google Ads
4759;29;Outros;SP;5543,9;2024-01-06;2;661,56;Classic;4,5;Indicação
4760;25;Outros;SP;5948,14;2024-07-16;1;353,98;Slip-on;4,5;YouTube
4761;23;Vendas;PR;6947,25;2024-06-30;2;623,18;Runner;5,0;Indicação
4762;27;Jornalista;SC;4947,19;2024-10-15;1;308,06;Classic;4,5;Google Ads
4763;26;Vendas;SP;5356,16;2024-11-30;1;356,3;Classic;4,5;SEO
4764;31;Marketing;SP;10326,12;2024-03-17;1;305,31;Runner;4,5;Instagram
4765;30;Jornalista;SC;4727,88;2024-02-21;1;327,12;Classic;5,0;Instagram
4766;41;Médico;SP;22043,32;2024-09-10;2;680,19;Classic;5,0;Instagram
4767;37;Marketing;BA;7736,54;2024-06-27;2;700,76;Runner;4,5;Facebook Ads
4768;22;Gerente de Projetos;MG;9631,51;2024-10-07;1;292,55;Classic;5,0;Indicação
4769;29;Analista de Dados;RJ;9300,14;2024-11-29;1;341,74;Classic;4,0;Facebook Ads
4770;37;Advogado;DF;11957,59;2024-05-16;2;664,57;Classic;4,0;Google Ads
4771;29;Vendas;SP;6081,42;2024-02-22;1;327,74;Runner;4,5;Indicação
4772;27;Desenvolvedor;SC;8608,62;2024-06-04;2;613,12;Runner;4,0;Indicação
4773;38;Desenvolvedor;SP;13974,34;2024-10-25;3;930,23;Classic;4,5;YouTube
4774;26;Designer;RS;7717,5;2024-12-12;1;383,55;Slip-on;4,0;Google Ads
4775;29;Vendas;PE;5954,41;2024-01-15;2;538,63;Classic;4,0;Facebook Ads
4776;35;Jornalista;MG;6598,62;2024-04-19;1;303,7;Slip-on;4,5;Indicação
4777;26;Analista de Dados;RJ;10459,4;2024-06-12;2;680,2;Runner;5,0;Indicação
4778;31;Designer;GO;8293,15;2024-03-01;1;267,05;Classic;5,0;Google Ads
4779;31;Advogado;SP;12044,35;2024-06-21;1;294,09;Slip-on;4,5;Instagram
4780;29;Gerente de Projetos;GO;14006,73;2024-11-20;1;286,6;Runner;5,0;Instagram
4781;24;Jornalista;PE;6138,23;2024-06-03;1;303,13;Runner;5,0;Indicação
4782;30;Publicitário;RS;6905,0;2024-11-19;1;323,64;Slip-on;4,5;Google Ads
4783;29;Advogado;PR;8193,74;2024-03-15;3;1018,01;Classic;4,5;Google Ads
4784;26;UX/UI Designer;MA;6287,42;2024-05-17;1;394,73;Runner;3,5;Instagram
4785;23;Arquiteto;SP;8420,44;2024-04-11;3;1032,58;Classic;5,0;Instagram
4786;36;Vendas;PR;8262,65;2024-10-16;1;346,78;Classic;5,0;Indicação
4787;22;Desenvolvedor;RJ;8632,3;2024-11-20;1;291,3;Classic;5,0;Instagram
4788;31;Arquiteto;RS;7627,95;2024-03-18;1;278,48;Runner;5,0;Facebook Ads
4789;25;Desenvolvedor;RJ;7788,41;2024-04-14;1;306,17;Runner;4,5;Indicação
4790;28;Arquiteto;PR;10333,89;2024-05-06;1;296,36;Classic;4,5;SEO
4791;27;Analista de Dados;DF;8609,36;2024-08-23;2;603,38;Runner;4,5;SEO
4792;30;Gerente de Projetos;PR;14064,38;2024-02-01;2;674,48;Classic;5,0;YouTube
4793;25;Desenvolvedor;PR;9338,53;2024-05-24;3;934,32;Slip-on;5,0;Outros
4794;31;Psicólogo;CE;8351,74;2024-04-20;1;373,37;Classic;4,5;Indicação
4795;23;Designer;SP;7586,27;2024-04-06;2;675,58;Classic;5,0;Indicação
4796;26;Contador;DF;8159,67;2024-01-21;2;704,61;Classic;5,0;Outros
4797;22;Marketing;SP;6106,43;2024-10-17;1;341,13;Runner;3,5;Google Ads
4798;30;Outros;SP;7875,98;2024-01-12;1;320,83;Runner;5,0;Outros
4799;35;UX/UI Designer;AC;8532,29;2024-08-07;1;345,67;Classic;5,0;Instagram
4800;27;Analista de Dados;SP;10659,8;2024-02-20;1;375,28;Classic;4,5;Google Ads
4801;35;Designer;RS;7034,25;2024-09-22;1;332,92;Slip-on;4,0;Facebook Ads
4802;24;Marketing;SP;8301,26;2024-12-06;1;280,14;Slip-on;4,0;Instagram
4803;27;Outros;SP;5239,92;2024-07-17;1;299,51;Slip-on;4,5;LinkedIn
4804;26;Desenvolvedor;ES;11111,74;2024-11-22;1;298,41;Classic;4,5;Indicação
4805;31;Product Manager;DF;17978,36;2024-04-24;2;659,28;Slip-on;4,5;Google Ads
4806;24;Outros;RS;6084,6;2024-04-30;2;534,25;Slip-on;5,0;Instagram
4807;38;Marketing;SC;11044,11;2024-09-27;1;348,56;Runner;5,0;Indicação
4808;26;Engenheiro;SP;11470,41;2024-11-30;1;325,25;Slip-on;3,5;Google Ads
4809;34;Publicitário;SP;11278,81;2024-03-10;2;578,28;Runner;5,0;Facebook Ads
4810;27;UX/UI Designer;BA;7471,49;2024-10-30;2;618,77;Slip-on;5,0;Facebook Ads
4811;31;UX/UI Designer;SP;11008,3;2024-10-16;1;280,26;Classic;5,0;Indicação
4812;24;UX/UI Designer;PE;7919,24;2024-12-23;1;328,9;Runner;5,0;Instagram
4813;31;Advogado;PR;13566,05;2024-11-06;1;373,52;Runner;4,0;Indicação
4814;27;Designer;MG;7588,44;2024-08-23;1;358,92;Classic;5,0;Instagram
4815;26;Administrador;PR;6110,19;2024-12-28;1;304,77;Classic;5,0;LinkedIn
4816;26;Gerente de Projetos;PE;12588,71;2024-01-03;2;737,94;Classic;4,5;Instagram
4817;31;Publicitário;SP;6665,31;2024-12-04;1;370,96;Classic;4,5;LinkedIn
4818;31;UX/UI Designer;PR;10006,84;2024-08-27;1;281,58;Classic;5,0;Google Ads
4819;29;Designer;DF;7871,13;2024-12-07;1;389,56;Classic;5,0;Google Ads
4820;32;Designer;MS;9965,63;2024-08-17;2;598,82;Runner;3,5;Facebook Ads
4821;27;Administrador;DF;8371,32;2024-06-20;1;276,74;Classic;4,5;SEO
4822;29;Advogado;RS;11371,38;2024-11-03;1;352,36;Slip-on;5,0;Instagram
4823;25;Arquiteto;BA;8181,2;2024-12-26;1;303,72;Classic;3,5;LinkedIn
4824;26;Engenheiro;SE;10649,27;2024-09-04;2;717,53;Runner;4,0;Facebook Ads
4825;25;Desenvolvedor;RS;10208,63;2024-04-10;2;637,51;Classic;4,0;Google Ads
4826;25;Vendas;SP;7219,45;2024-11-14;1;312,85;Classic;4,5;Indicação
4827;40;Vendas;PR;11206,42;2024-12-28;1;273,7;Runner;5,0;Instagram
4828;22;Desenvolvedor;BA;7238,95;2024-10-01;1;328,09;Classic;3,5;Facebook Ads
4829;28;Desenvolvedor;SC;11335,2;2024-06-09;1;333,3;Classic;4,5;Facebook Ads
4830;24;Designer;SP;6504,61;2024-01-02;2;667,31;Slip-on;5,0;Google Ads
4831;29;Contador;SC;9119,33;2024-05-21;1;373,62;Classic;5,0;SEO
4832;30;Gerente de Projetos;RS;12217,38;2024-03-16;4;1442,18;Slip-on;4,5;Google Ads
4833;28;Administrador;GO;8407,0;2024-03-26;2;702,96;Classic;5,0;Indicação
4834;25;Advogado;SP;9187,26;2024-12-19;1;283,1;Classic;5,0;Facebook Ads
4835;25;Desenvolvedor;PR;10837,78;2024-04-05;2;548,26;Classic;5,0;Indicação
4836;28;Designer;SP;5811,56;2024-04-12;3;1066,5;Classic;5,0;Google Ads
4837;35;Contador;SP;9347,28;2024-01-27;1;319,39;Classic;4,5;Indicação
4838;29;Marketing;RJ;9320,78;2024-05-28;3;1077,17;Runner;5,0;Indicação
4839;29;Product Manager;ES;11064,94;2024-07-06;2;574,85;Classic;4,5;Indicação
4840;28;Desenvolvedor;RJ;7725,89;2024-02-13;2;682,68;Runner;4,5;Facebook Ads
4841;28;Product Manager;SP;15489,24;2024-09-21;2;579,65;Classic;4,0;Indicação
4842;29;Desenvolvedor;SP;8267,9;2024-12-01;1;330,93;Classic;4,5;Google Ads
4843;25;UX/UI Designer;GO;6372,72;2024-04-11;1;323,35;Runner;4,5;SEO
4844;34;Engenheiro;SP;10458,73;2024-09-05;1;342,1;Classic;5,0;SEO
4845;27;Designer;PR;8013,54;2024-11-06;1;363,29;Classic;5,0;Indicação
4846;44;Gerente de Projetos;RJ;20048,23;2024-09-22;1;365,44;Runner;5,0;LinkedIn
4847;25;Designer;SP;5228,2;2024-03-02;2;671,62;Slip-on;4,5;Indicação
4848;27;Administrador;SP;7766,97;2024-03-22;1;315,36;Classic;4,5;Instagram
4849;27;Advogado;MG;8402,04;2024-10-26;1;305,57;Classic;5,0;Instagram
4850;28;Desenvolvedor;BA;8029,55;2024-06-28;1;309,62;Classic;5,0;LinkedIn
4851;30;Desenvolvedor;SC;11712,07;2024-06-27;1;314,13;Classic;4,5;SEO
4852;29;Professor;SP;5273,34;2024-03-24;1;296,93;Slip-on;5,0;Instagram
4853;33;Desenvolvedor;BA;10979,01;2024-11-04;1;332,84;Classic;4,5;Google Ads
4854;25;Marketing;DF;8982,11;2024-04-26;1;382,25;Slip-on;4,5;Google Ads
4855;36;Analista de Dados;CE;13957,46;2024-11-17;1;395,08;Classic;4,5;Google Ads
4856;34;Administrador;RJ;9523,05;2024-07-26;2;727,32;Classic;5,0;YouTube
4857;36;Desenvolvedor;SP;9069,52;2024-07-26;2;773,42;Classic;5,0;Google Ads
4858;25;Desenvolvedor;RJ;7335,0;2024-05-25;1;338,04;Classic;5,0;Google Ads
4859;29;Publicitário;MG;9197,38;2024-01-27;1;271,85;Classic;4,5;SEO
4860;34;Arquiteto;RJ;9471,59;2024-01-10;1;296,53;Runner;5,0;Google Ads
4861;32;Vendas;PE;6802,58;2024-08-23;1;376,91;Classic;4,5;Indicação
4862;26;Desenvolvedor;SP;7212,38;2024-08-06;1;326,73;Classic;5,0;Google Ads
4863;27;UX/UI Designer;PR;7778,59;2024-08-05;1;381,55;Classic;5,0;YouTube
4864;38;Desenvolvedor;SE;12659,08;2024-06-07;1;268,02;Classic;4,5;Google Ads
4865;38;Publicitário;MG;11400,39;2024-03-21;1;349,21;Classic;4,5;Facebook Ads
4866;30;Desenvolvedor;SC;9511,19;2024-06-30;1;332,57;Classic;4,5;Instagram
4867;30;Product Manager;MG;11970,4;2024-11-21;1;312,45;Classic;5,0;SEO
4868;30;Outros;SC;8918,29;2024-06-24;1;320,01;Runner;4,0;Indicação
4869;29;Desenvolvedor;SP;10962,47;2024-01-06;2;612,74;Slip-on;5,0;LinkedIn
4870;34;Desenvolvedor;SP;8951,31;2024-02-14;3;1098,07;Classic;5,0;Facebook Ads
4871;29;Desenvolvedor;MG;9426,06;2024-06-18;1;354,53;Classic;5,0;Google Ads
4872;31;Vendas;MG;6858,21;2024-09-08;1;371,34;Classic;4,5;SEO
4873;27;Contador;CE;5712,41;2024-07-24;1;355,15;Classic;4,5;Outros
4874;45;Publicitário;CE;9207,56;2024-06-27;2;701,31;Classic;5,0;Outros
4875;30;UX/UI Designer;SP;10907,52;2024-01-01;1;360,66;Runner;3,5;Instagram
4876;27;Product Manager;RS;15736,8;2024-10-28;1;311,99;Classic;5,0;Google Ads
4877;30;Marketing;SP;8490,48;2024-11-01;1;374,18;Classic;5,0;Facebook Ads
4878;33;Arquiteto;SP;12123,17;2024-05-26;1;339,52;Classic;3,5;Indicação
4879;30;Contador;SC;9259,67;2024-02-15;2;561,02;Classic;5,0;Indicação
4880;33;Gerente de Projetos;RS;11378,39;2024-10-11;1;283,86;Classic;4,5;Instagram
4881;27;Product Manager;RJ;11997,87;2024-08-03;1;306,75;Classic;5,0;LinkedIn
4882;30;Designer;RJ;6498,96;2024-10-02;1;352,29;Runner;4,5;Instagram
